ID,Product Title,Price,Rating,Free Shipping Status,Seller Rating,Ship on Time,Product Link,Specifications
78,Itel Super Guru 600 - Ultra Slim Design - Dual Sim - 2.8 inch display - PTA APPROVED - 1900mAH Battery - King Voice - 2000 Contacts - Wireless FM radio - Smart & Stylish Camera - Bluetooth - Memory card supported upto 32GB - 1 YEAR BRAND WARRANTY,4599,0.0,Free Delivery,87.0,100.0,https://www.daraz.pk/products/600-28-pta-1900mah-2000-fm-32gb-1-i438549217-s2122730742.html?search=1,"['pre { white-space: pre-wrap; }• Ultra slim design, perfect for on-the-go use.• Dual sim capability for added convenience.• 2.8 inch display for clear viewing.• PTA approved for reliable use in Pakistan.• 1900mAH battery for long-lasting power.• King Voice feature for easy accessibility.• Wireless FM radio for entertainment on-the-go.• Smart and stylish camera for capturing memories.• Bluetooth connectivity for easy file sharing.• Memory card support up to 32GB for extra storage.• 1 year brand warranty for peace of mind.', ""Introducing the Itel Super Guru 600, a feature-packed mobile phone that is perfect for those who want a reliable and stylish device. With its ultra-slim design, this phone is easy to carry around and fits comfortably in your pocket. The dual sim feature allows you to use two different sim cards at the same time, making it ideal for those who travel frequently or need to separate work and personal contacts. The 2.8 inch display provides clear and vibrant visuals, while the 1900mAH battery ensures long-lasting performance. The King Voice feature allows you to control your phone with your voice, making it even more convenient to use. With a smart and stylish camera, you can capture all your favorite moments and store them on the phone's memory card, which is supported up to 32GB. The wireless FM radio lets you listen to your favorite stations on the go, while Bluetooth connectivity allows you to connect to other devices seamlessly. With a 1-year brand warranty, you can trust that this phone is built to last. Get your hands on the Itel Super Guru 600 today and experience the ultimate in mobile phone technology."", '']"
79,Vgotel New 12 - 2GB RAM 64GB ROM - 6.52 Inches Display - 5000mAh Battery,16999,5.0,Free Delivery,88.0,100.0,https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425521808-s2015916868.html?search=1,"['PTA Approved\n6.52 Inches Display\n2GB RAM\n64GB ROM\n5MP Front Camera\n13MP Dual Rear Camera\n5000mAh Battery', 'Specifications\n6.52 inchesDisplay\n2 GB RAM + 1 GB EXTENDEDRAM\n5000 mAhBattery', '']"
80,"Sparx S7 2GB Ram 32GB Rom Tripple Camera 4000mAh Battery 5.45"" Display with One year brand warranty and PTA Approved",14999,3.6,Free Delivery,92.0,96.0,https://www.daraz.pk/products/sparx-s7-2gb-ram-32gb-rom-tripple-camera-4000mah-battery-545-display-with-one-year-brand-warranty-and-pta-approved-i434688222-s2089434696.html?search=1,"['• The Sparx S7 boasts 2GB RAM and 32GB ROM for efficient performance.\n• Capture stunning photos with the triple camera setup.\n• Enjoy long-lasting use with the 4000mAh battery.\n• Immerse yourself in an exceptional viewing experience with the 5.45"" display.\n• Rest easy with the one year brand warranty.\n• PTA has approved this device for use in Pakistan.\n• Find this product in the Mobiles & Tablets>Mobiles category.', 'The Sparx S7 mobile phone is an excellent choice for those who want a reliable and stylish device that can keep up with their busy lifestyle. With a 5.45\\\\\\"" display, 2GB RAM, and 32GB ROM, this phone provides ample space for all your apps and files. Its triple camera setup allows you to capture stunning photos and videos, while its powerful 4000mAh battery ensures that you can use your phone all day without worrying about running out of power. Moreover, this phone comes with a one-year brand warranty and is PTA approved, giving you peace of mind. If you\'re looking for a mobile phone that offers impressive features and a sleek design, the Sparx S7 is the perfect choice for you.', 'Specifications of Sparx S7 2GB Ram 32GB Rom Tripple Camera 4000mAh Battery 5.45"" Display with One year brand warranty and PTA Approved\nBrand No Brand SKU 434688222_PK-2089434696 Protection Not Specified Number Of Cameras Not Specified Year Not Specified\nWhat’s in the box Mobile x Usb Cable x Screen Protector x Pouch']"
81,"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",27999,4.5,Free Delivery,85.0,100.0,https://www.daraz.pk/products/itel-s23-66-inch-display-8gb-8gb-ram-128gb-256gb-rom-i427991771-s2034404169.html?search=1,"['1 Year Brand Warranty\nBrand New, Box Pack\nDisplay : 6.6"" Inch HD+ 90Hz\nOS : Android 12\nMemory : 8GB + 8GB RAM , 128GB/256GB ROM\nProcessor : Octa-core, Unisoc T606\nMain Camera : 50 MP Dual\nFront Camera : 8 MP\nBattery : Li-Po 6000 mAh, non-removable\n18W Fast Charging\nPTA Approved', 'S23 Super Smooth and Colorful.\n   ', '']"
82,Samsung Galaxy A54 8GB+256GB,128999,4.6,Fastest Delivery,92.0,100.0,https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?search=1,"['6.4 inches, 100.5 cm2 (~82.9% screen-to-body ratio)Android 13, One UI 5.150 MP, f/1.8, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 123˚ (ultrawide), 1.12µm 5 MP, f/2.4, (macro)Li-Po 5000 mAh, non-removable', '6.4 inches, 100.5 cm2 (~82.9% screen-to-body ratio) Android 13, One UI 5.1 50 MP, f/1.8, (wide), 1/1.56"", 1.0µm, PDAF, OIS 12 MP, f/2.2, 123˚ (ultrawide), 1.12µm 5 MP, f/2.4, (macro) Li-Po 5000 mAh, non-removable', 'Specifications of Samsung Galaxy A54 8GB+256GB\nBrand Samsung SKU 432674368_PK-2125093041 Protection Not Specified Number Of Cameras Not Specified Year Not Specified\nWhat’s in the box 1 x Phone, 1x Charger']"
83,Itel it 2165 - Without camera - Dual Sim - 1.77 Inch Display - Dual Sim - PTA Approved with 1 Year Brand Warranty - King Talker - 2000 Contacts Capacity - Wireless FM Radio - 1000mAH Battery - Bright Torch - Bluetooth - Memory Card Supported,2299,4.3,Free Delivery,87.0,100.0,https://www.daraz.pk/products/it-2165-177-pta-1-2000-fm-1000mah-i435992720-s2094172262.html?search=1,"['Itel it 2165\nWithout camera\nDual Sim\n1.77 Inch Display\nDual Sim\nPTA Approved with 1 Year Brand Warranty\nKing Talker\n2000 Contacts Capacity\nCall recording\nWireless FM Radio\n1000mAH Battery\nBright Torch\nBluetooth\nMemory Card Supported', 'Itel it 2165\nWithout camera\nDual Sim\n1.77 Inch Display\nDual Sim\nPTA Approved with 1 Year Brand Warranty \nKing Talker\n2000 Contacts Capacity \nCall recording\n Wireless FM Radio\n1000mAH Battery \nBright Torch\n Bluetooth\nMemory Card Supported', '']"
84,Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,36999,4.7,Free Delivery,91.0,74.0,https://www.daraz.pk/products/30-8gb-128gb-5000mah-i431382940-s2064284782.html?search=1,"['General FeaturesRelease Date2023-08-29SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.7 x 76.6 x 8.4 mmPhone Weight196 gOperating SystemAndroid 13, XOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 0.08 MPBack Video Recording1440p@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes', 'General Features\nRelease Date 2023-08-29\nSIM Support Dual SIM (Nano-SIM, dual stand-by)\nPhone Dimensions 168.7 x 76.6 x 8.4 mm\nPhone Weight 196 g\nOperating System Android 13, XOS 12.6\nDisplay\nScreen Size 6.78 Inches\nScreen Resolution 1080 x 2460 Pixels\nScreen Type IPS LCD\nScreen Protection N/A\nMemory\nInternal Memory 128 GB\nRAM 8 GB\nCard Slot microSDXC (dedicated slot)\nPerformance\nProcessor Mediatek Helio G88 (12nm) Octa-core\nGPU Mali-G52 MC2\nBattery\nType 5000 mAh\nCamera\nFront Camera 8 MP\nFront Flash Light Yes\nFront Video Recording 1080p@30fps\nBack Flash Light Yes\nBack Camera 50 MP + 0.08 MP\nBack Video Recording 1440p@30fps, 1080p@30fps\nConnectivity', '']"
85,Faywa K14 - Triple Sim - 1.4 Black & White Display - PTA APPROVED - Soft Keypad - Bluetooth Dialer - Auto Call recording - Wireless Fm radio - Powerful LED Torch - 1 year brand warranty,2299,1.0,Free Delivery,87.0,100.0,https://www.daraz.pk/products/faywa-k14-14-pta-fm-led-1-i438538978-s2122724505.html?search=1,"['pre { white-space: pre-wrap; }• Faywa K14 - Triple Sim feature phone• 1.4"" Black & White display for easy viewing• PTA approved for reliable usage in Pakistan• Soft keypad for comfortable typing• Bluetooth dialer for hands-free calling• Auto call recording for convenience• Wireless FM radio for entertainment on-the-go• Powerful LED torch for emergency situations• 1 year brand warranty for peace of mindAudio playerMemory card supported', 'Introducing the Faywa K14, a feature phone that is PTA approved and comes with a 1-year brand warranty. With its triple sim slots, you can easily switch between different networks. The phone features a 1.4 inch black and white display and a soft keypad for easy typing. It also comes with a Bluetooth dialer and auto call recording feature. The powerful LED torch is perfect for use in low light situations. Additionally, you can enjoy wireless FM radio on the go. The Faywa K14 is a reliable and practical choice for those who need a simple yet functional phone.\n\n• Faywa K14 - Triple Sim feature phone\n• 1.4"" Black & White display for easy viewing\n• PTA approved for reliable usage in Pakistan\n• Soft keypad for comfortable typing\n• Bluetooth dialer for hands-free calling\n• Auto call recording for convenience\n• Wireless FM radio for entertainment on-the-go\n• Powerful LED torch for emergency situations\n• 1 year brand warranty for peace of mind\nAudio player\nMemory card supported ', 'Specifications of Faywa K14 - Triple Sim - 1.4 Black & White Display - PTA APPROVED - Soft Keypad - Bluetooth Dialer - Auto Call recording - Wireless Fm radio - Powerful LED Torch - 1 year brand warranty\nBrand No Brand SKU 438538978_PK-2122724505 Model Faywa K14 Sim Slots Triple Sim\nWhat’s in the box 1 x Mobile Phone, 1 x Charger, 1 x user guide book/Warranty card']"
86,"Gresso Rockstar Mobile,2.8 Inch display, Dual Sim, PTA Approved with 1 Year Brand Warranty, 5800mAH Biggest Battery With Direct Powerbank, Auto call recording, Bluetooth, Rejected unknown callers, Strong Torch Light",4200,4.5,Free Delivery,87.0,100.0,https://www.daraz.pk/products/pta-1-1-mah-i426752073-s2025653662.html?search=1,"['Gresso Rockstar Mobile,\nDual Sim,\nPTA Approved with 1 Year Brand Warranty,\n5800mAH Biggest Battery With Direct Powerbank, ( You Can Directly Charge Your Phone, Smart Watches Or Gadgets )\nAuto call recording,\nBluetooth,\nRejected unknown callers,\nStrong Torch Light\n2.8 Inch Big Display\n3D Woofer Speaker\nInternal Power bank\nMemory Card Supported\nAudio & Video Player', 'Gresso Rockstar Mobile,\nDual Sim,\nPTA Approved with 1 Year Brand Warranty,\n5800mAH Biggest Battery With Direct Powerbank, ( You Can Directly Charge Your Phone, Smart Watches Or Gadgets )\nAuto call recording,\nBluetooth,\nRejected unknown callers,\nStrong Torch Light\n2.8 Inch Big Display\n3D Woofer Speaker\nInternal Power bank\nMemory Card Supported\nAudio & Video Player', '']"
87,Xiaomi 13T,169999,4.5,Free Delivery,93.0,100.0,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?search=1,"['Display: FHD+ 6.67” CrystalRes AMOLED display | 2712 x 1220, 446 ppi\nRefresh rate: Up to 144Hz\nProcessor: MediaTek Dimensity 8200-Ultra\nCooling System: LiquidCool Technology (5000mm2 stainless steel VC + Multi-layer graphite sheets)\nFront Camera: 20 MP, f/2.2, (wide)\nRear Camera: 50 MP, f/1.9, 24mm (wide) | 50 MP, f/1.9, 50mm (telephoto) | 12 MP, f/2.2, 15mm (ultrawide)\nCamera Features: Leica lens, LED flash, HDR, panorama\nVideo Recording: HDR10+ for up to 4K at 30fps\nSecurity: In-screen fingerprint sensor | AI face unlock\nBattery & Charging: 5000mAh (typ) battery – 67W turbo charging (USB Type-C 2.0)\nAudio: Dual speakers | Dolby Atmos®\nUI and system: MIUI 14 based on Android 13\nOther Features: NFC, 5G', '', '']"
88,"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",49999,4.7,Free Delivery,94.0,100.0,https://www.daraz.pk/products/tecno-camon-20-8gb256gb-64-mp-camera-5000-mah-battery-667-i428102257-s2035159540.html?search=1,"['8GB/256GB 64 MP Back Camera - 32 MP Front Camera5000 mAH- Battery6.67"" DisplaySlim Design (Camon Puzzle)Fingerprint on Display', '8GB/256GB \n64 MP Back Camera - 32 MP Front Camera\n5000 mAH- Battery\n6.67"" Display\nSlim Design (Camon Puzzle)\nFingerprint on Display', 'Specifications of Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""\nBrand Tecno SKU 428102257_PK-2035159540 Protection Not Specified Year Not Specified Number Of Cameras Not Specified\nWhat’s in the box 1 x Phone, 1 x Charger']"
89,"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",46999,4.7,Free Delivery,87.0,0.0,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i428260994-s2049065109.html?search=1,"['ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in128/256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)', 'Build OS Android 13 OS  \nUI XOS  \nDimensions 168.6 x 76.6 x 8.6 mm  \nWeight 219 g  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Obsidian Black, Interstellar Blue, Sunset Gold  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 2100  \n4G Band LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500)  \nProcessor CPU Octa-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55)  \nChipset Mediatek MT8781 Helio G99 (6nm)  \nGPU Mali-G57 MC2  \nDisplay Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  \nSize 6.78 Inches  \nResolution 1080 x 2460 Pixels (~396 PPI)  \nExtra Features 120Hz, 580 nits (peak)  \nMemory Built-in 128/256GB Built-in, 8GB RAM, UFS  \nCard microSDXC (dedicated slot)  \nCamera Main Triple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash  \nFeatures Phase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps)  \nFront 16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps)  \nConnectivity WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct  \nBluetooth v5.1 with A2DP, LE  \nGPS Yes + A-GPS support  \nRadio FM Radio  \nUSB USB Type-C 2.0, OTG  \nNFC Yes  \nData GPRS, Edge, 3G (HSPA 42.2/5.76 Mbps, 4G (LTE Cat4 150/50 Mbps)  \nFeatures Sensors Accelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity  ', '']"
90,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,28999,4.9,Free Delivery,94.0,92.0,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?search=1,"['BuildOSAndroid 12 OS UIMIU1 13 Dimensions168.8 x 76.4 x 8.8 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Blue, Mint, Violet Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.71 Inches Resolution720 x 1650 Pixels (~268 PPI) ProtectionCorning Gorilla Glass Extra Features500 nits (typ) MemoryBuilt-in128GB Built-in, 4GB RAM CardmicroSDXC (dedicated slot) CameraMainDual camera: 50 MP, (wide), PDAF + 0.08 MP (depth), LED Flash FeaturesPhase detection, geo-tagging, touch focus, face detection, HDR, panorama, Video (1080p@30fps) Front5 MP, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS RadioFM Radio USBmicroUSB 2.0 NFCYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Fingerprint (rear mounted), Proximity Audio3.5mm Audio Jack, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM Gamesbuilt-in + downloadable TorchYes ExtraNFC (market dependent), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Battery charging 10W wired', 'Build OS Android 12 OS  \nUI MIU1 13  \nDimensions 168.8 x 76.4 x 8.8 mm  \nWeight 192 g  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Black, Blue, Mint, Violet  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 1900 / 2100  \n4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)  \nProcessor CPU Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55)  \nChipset Mediatek MT6769Z Helio G85 (12nm)  \nGPU Mali-G52 MC2  ', '']"
91,Nokia 105 2017 Dual Sim High Quality A Plus Copy Feels Like Original PTA Approved With Box And charger,2700,5.0,Standard Delivery,87.0,100.0,https://www.daraz.pk/products/105-pta-i426769423-s2070378821.html?search=1,"['(0 Precent profit)\nVery & Good best and low Price For drazz Store Ratings\nVery best and good Quality Personal Checked\nPTA Life Time grantee hugi', '✅ PTA Life Time Wronty\n✅ Dual SIM\n✅ 1.77 inches Display\n✅ High Quality\n✅ Best price\n✅ Long Life\n✅ 4 MB Ram\n✅ 4 MB Rom\n✅ Removable 1000 mAh² battery\n✅ High Quality Keypad\n✅ Imported Device With Box Pack And Charger', 'Specifications of Nokia 105 2017 Dual Sim High Quality A Plus Copy Feels Like Original PTA Approved With Box And charger\nBrand No Brand SKU 426769423_PK-2070378821\nWhat’s in the box 1x Phone, 1X Charger, 1x Back Cover']"
92,Samsung Galaxy A04s 4GB - 128GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,39999,4.7,Standard Delivery,93.0,100.0,https://www.daraz.pk/products/samsung-galaxy-a04s-4gb-128gb-official-pta-approved-official-warranty-i429492323-s2045838409.html?search=1,"['Official PTA Approved\n1 Year official Warranty\nRam 4Gb\nStorage 128Gb\n6.5” HD+ Display with 90 Hz Fast Refresh Rate\nRear Cam: 50MP Main + 2MP Depth + 2MP Macro\nSide-mounted Fingerprint Sensor\nLarge Expandable Storage (up to 1TB)\n15-Watt Adaptive Fast Charging with C-Type port', '', '']"
93,XMobile X101 Plus || 1.8 Inch Colourfull Display || Supper LED Torch || 3000mAh Battery || PTA Approved || 1Year Brand Warranty,2430,4.5,Free Delivery,92.0,96.0,https://www.daraz.pk/products/xmobile-x101-plus-18-inch-colourfull-display-supper-led-torch-3000mah-battery-pta-approved-1year-brand-warranty-i429589488-s2045911402.html?search=1,"['X Mobile X101Plus1.8 InchColourfull Display3000 mAh BatteryAuto CallRecordingThunder SterioSpeakerSuper LED TorchLightDirect TorchSwitch', 'X Mobile X101 Plus\n1.8 Inch Colourfull Display\n3000 mAh Battery\nAuto Call Recording\nThunder Sterio Speaker\nSuper LED Torch Light\nDirect Torch Switch', 'Specifications of XMobile X101 Plus || 1.8 Inch Colourfull Display || Supper LED Torch || 3000mAh Battery || PTA Approved || 1Year Brand Warranty\nBrand No Brand SKU 429589488_PK-2045911402 Warranty Policy EN Change Of Mind Is Not Applicable\nWhat’s in the box 1 X Mobile X Charger']"
94,TECNO CAMON 20 - 8GB+8GB RAM 256GB ROM - 5000 mAh Battery,46399,5.0,Free Delivery,89.0,100.0,https://www.daraz.pk/products/20-8gb-8gb-256gb-5000-mah-i428986336-s2045897546.html?search=1,"['Tecno Camon 20 detailed specificationsBuildOSAndroid 13 OS UIHIOS 13 Dimensions162.7 x 75.9 x 7.8 mm WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsPredawn Black, Glacier Glow, Serenity Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek MT6769Z Helio G85 (12nm) GPUMali-G52 MC2 DisplayTechnologyAMOLED Capacitive Touchscreen, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) MemoryBuilt-in256GB Built-in, 8GB RAM CardmicroSD Card, (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, 26mm (wide), 1/1.7"", PDAF + 2 MP, f/2.4, (depth) + QVG FeaturesGeo-tagging, Face detection, Panorama, HDR, Video (1080p@30fps) Front32 MP ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.0 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0, OTG NFCNo DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Fingerprint (side mounted), Proximity Audio3.5mm Audio Jack, MP4/H.264 player, MP3/WAV/eAAC+/FLAC player, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraPhoto/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 33W wired', 'Build Android 13 OS  \nHIOS 13  \n162.7 x 75.9 x 7.8 mm  \nN/A  \nDual Sim, Dual Standby (Nano-SIM)  \nPredawn Black, Glacier Glow, Serenity Blue  \nFrequency SIM1: GSM 850 / 900 / 1800 / 1900SIM2: GSM 850 / 900 / 1800 / 1900  \nHSDPA 850 / 900 / 1900 / 2100  \nLTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500)  \nProcessor Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55)  \nMediatek MT6769Z Helio G85 (12nm)  \nMali-G52 MC2  \nDisplay AMOLED Capacitive Touchscreen, Multitouch  \n6.67 Inches  ', '']"
95,Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY PTA APPROVED OFFICIAL BRAND WARRANTY,45496,4.5,Standard Delivery,95.0,100.0,https://www.daraz.pk/products/20-8gb-ram-256gb-5000mah-pta-i432856844-s2101369194.html?search=1,"['Android 13\nG85 Octa-Core\nGSM\nGPRS\nFULL EDGE\nWCDMA\nHSPA+\nTDD LTE\nFDD LTE\nAMOLED with Fingerprint on Display (6.67"")\n1080*2400\nFront Camera: 32MP Dual Flash\nRear Camera: 64MP /2MP/ AI CAM/ Quad Flash(Ring-Flash)\n256GB ROM\n8GB+8GB Extended RAM\nGPS\nWiFi\nFM\nOTG\n2G\n3G\n4G\nG-Sensor\nAmbient Light and Distance Sensor\nElectronic compass\nFingerprint Sensor\n33W（Defult 18W Charger)\n5000mAh', '', '']"
96,"Memobile Magic Power 4, 4 Sims Slot, 4 Active Sims, PTA Approved, 15 Months Brand Warranty, 3000mAH Powerful Battery, 1.8 Inch Colorful Bright HD Display, Auto Call recording, Wireless FM Radio",3299,4.4,Free Delivery,87.0,100.0,https://www.daraz.pk/products/4-4-4-pta-15-3000mah-18-hd-fm-i422044737-s1996692820.html?search=1,"['Memobile Magic Power 4,\n4 Sims Slot,\n4 Active Sims,\nPTA Approved,\n15 Months Brand Warranty,\n3000mAH Powerful Battery,\n1.8 Inch Colorful Bright HD Display,\nAuto Call recording,\nWireless FM Radio\nAudio & Video Player', 'Memobile Magic Power 4,\n4 Sims Slot,\n4 Active Sims,\nPTA Approved,\n15 Months Brand Warranty,\n3000mAH Powerful Battery,\n1.8 Inch Colorful Bright HD Display,\nAuto Call recording,\nWireless FM Radio\nAudio & Video Player', '']"
97,Sparx Neo X || 4GB RAM 64GB ROM || 50MP +2MP Camera || 5000mAh Battery || PTA Approved || 1 Year Brand Warranty,25999,4.7,Free Delivery,92.0,96.0,https://www.daraz.pk/products/sparx-neo-x-4gb-ram-64gb-rom-50mp-2mp-camera-5000mah-battery-pta-approved-1-year-brand-warranty-i429329343-s2045915202.html?search=1,"['Sparx Neo X SIM Support Dual Sim, Dual Standby (Nano-SIM) Phone Dimensions N/A Phone Weight N/A Operating System Android 12 OS Display Screen Size 6.5 Inches Screen Resolution 720 x 1600 Pixels Screen Type IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Screen Protection N/A Memory Internal Memory 64 GB RAM 4 GB Card Slot Yes Performance Processor Mediatek Helio G37 Octa core Processor GPU PowerVR Battery Type 5000 mAh Camera Front Camera 8 MP Front Flash Light N/A Front Video Recording Yes Back Flash Light Yes Back Camera 50 MP + 2 MP + AI Back Video Recording Yes Connectivity Bluetooth Yes 3G Yes 4G/LTE Yes 5G No Radio Yes WiFi Yes NFC No', 'Sparx Neo X\n  SIM Support\nDual Sim, Dual Standby (Nano-SIM)\nPhone Dimensions\nN/A\nPhone Weight\nN/A\nOperating System\nAndroid 12 OS\nDisplay\n  Screen Size\n6.5 Inches\nScreen Resolution\n720 x 1600 Pixels\nScreen Type\nIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch\nScreen Protection\nN/A\nMemory\n  Internal Memory\n64 GB', '']"
98,Nokia 106 Dual Sim High Quality A Plus Copy Feels Like Original PTA Approved With Box And charger,3000,4.5,Standard Delivery,87.0,100.0,https://www.daraz.pk/products/106-a-pta-i426795596-s2035035312.html?search=1,"['(0 Precent profit)Very & Good best and low Price For drazz Store RatingsVery best and good Quality Personal CheckedPTA Life Time grantee hugi', '✅ PTA Life Time Wronty\n✅ Dual SIM\n✅ 1.77 inches Display\n✅ High Quality\n✅ Best price\n✅ Long Life\n✅ 4 MB Ram\n✅ 4 MB Rom\n✅ Video Yes\n✅ Bluetooth  (Yes)\n✅ Removable 1000 mAh² battery\n✅ High Quality Keypad\n✅ Imported Device With Box Pack And Charger', 'Specifications of Nokia 106 Dual Sim High Quality A Plus Copy Feels Like Original PTA Approved With Box And charger\nBrand No Brand SKU 426795596_PK-2035035312\nWhat’s in the box 1 x Mobile 1 x Charger']"
