ID,Reviews,Review Analysis,Product Title,Price,Rating,Free Shipping Status,Seller Rating,Ship on Time,Product Link,Specifications
65,mobile phone kamal ka tha bilkul ok piece tha baki mobil tu thk ha but battery timing thori fast ha baki best ha thanks draz seller bhot hi acha ha atna price ma acha hi atya ha at daraz my experience of purchasing is very good but this time i am facing trouble as the front camera of said phone is blurred your service was good and mobile was also good but it battary low fast and battery time is not goodthx  ,Positive,Original Vivo Y85 with Box & Charger - Dual Sim Approved - Vivo Y85a - 4GB RAM Mobile - Snapdragon Mobile,15999,3.0,Free Delivery,92.0,100.0,https://www.daraz.pk/products/original-vivo-y85-with-box-charger-dual-sim-approved-vivo-y85a-4gb-ram-mobile-snapdragon-mobile-i436809943-s2101413702.html?search=1,"['Imported New Phone with Box & Charger\nCPU model: Qualcomm Snapdragon 450\nNumber of CPU cores: 1.8GHz octa-core processor\nPhysical Specifications: Height: 154.81mm\nWidth: 75.03mm\nThickness: 7.89mm\nWeight: 150g\nRAM: 4GB\nROM: 64GB\nBattery information: 3260mAh\nSize: 6.26 inches\nResolution: 2280×1080\nScreen material: IPS\nTouch screen: incell\nFront camera pixel: 16 million pixels\nFront camera aperture: F2.0 (front)\nNumber of rear cameras: Dual camera\nRear camera pixel: main camera 13 million pixels, sub camera 2 million pixels\nRear camera aperture: F2.2 (rear main camera)\nRear flash: LED fill light\nAutofocus: support\nShooting modes: professional photography, slow motion, time-lapse photography, filters, dynamic photos, rear dual-camera blur, front single-camera blur, backlight photo, beauty photo, rear panorama photo, front panorama photo, Palm photo, gender-specific beauty, Selfie screen fill light, AR stickers, automatic scene recognition algorithm for photos\nVideo recording format: MP4\nVideo recording: 1080P\nNetwork type: dual card dual standby full Netcom\nNetwork frequency band: 2G GSM: 850/900/1800/1900MHz\n3G WCDMA: B1/B5/B8\n3G TD-SCDMA: B34/B39\n3G CDMA: BC0\n4G FDD-LTE: B1/B3/B5/B8\n4G TDD-LTE: B34/B38/B39/B40/B41\nMusic player: support\nMP3 Ringtones: Support\nRecording: support\nFingerprint recognition: rear fingerprint\nFacial recognition: Face Wake facial recognition\nOS: Android 8.1\nWLAN: Support WIFI/WAPI\nBluetooth transmission: support Bluetooth 4.2\nOTG: support\nUSB interface type: Micro-USB\nHeadphone jack standard: 3.5mm American standard headphone jack\nNavigation: Support\nCloud Services: Support\nAccelerometer: support\nAmbient Light Sensor: Support\nProximity sensor: support\nGyroscope: Virtual Gyroscope', 'CPU model: Qualcomm Snapdragon 450\nNumber of CPU cores: 1.8GHz octa-core processor\nPhysical Specifications: Height: 154.81mm\nWidth: 75.03mm\nThickness: 7.89mm\nWeight: 150g\nRAM: 4GB\nROM: 64GB\nBattery information: 3260mAh\nSize: 6.26 inches', '']"
66,best mobile in this price i recommend others to buy this specially from this seller seller is very good responsive reviewworldcup            boht acha tajurbaraha very kind perdon sellerher bat ka boht achy sy reply kiamjhy ordrr jaldi chahye tha within 2 days mien order milgyabox pack packingdelivery bhi fast hui allah is seller k karobar mien taraqi dy            very nice seller very coprative and very good product and service                 best seller very cooperative mobile overall acha ha  sb perfect ha pr sb se acha seller ka ikhlaq ha jis trhan deal krty hain very nice will shop again inshaallah really honest seller fast delivery service same as shown jo dekha waise hi aya box packed i dont have pic now but ill show pics very soon thank you so much seller and daraz 100 recommended  behtreen service daba pack set behtreen packing mein mily delivery bhe tymsy pehly 3 din mein ho gae seller jaldi response karta hay highly recommended great seller fast delivery and quick response chat service 10 out of 10 for the seller good product as per picture delivery on time i am satisfied i recommend this seller delivered on timesame as shown in pictures thanks for your nice cooperation received on time and best phone in this price range abi sim dal k use nai kiya baqi sahi laga raha hai awesome jitna suna tha us sy zyada acha,Positive,"Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging",19999,4.5,Free Delivery,95.0,85.0,https://www.daraz.pk/products/a2-3gb-64gb-8mp-5000mah-i431415621-s2075020731.html?search=1,"['BuildOSAndroid 12 Go edition UIMIUI Dimensions164.9 x 76.8 x 9.1 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsLight Green, Light Blue, Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500) ProcessorCPUOcta-core (4 x 2.2 GHz Cortex-A53 + 4 x 1.7 GHz Cortex-A53) ChipsetMediatek Helio G36 (12 nm) GPUPowerVR GE8320', 'Display Technology IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch  \nSize 6.5 Inches  \nResolution 720 x 1600 Pixels (~269 PPI)  \nExtra Features 400 nits (typ)  \nMemory Built-in 64GB Built-in, 3GB RAM  \nCard microSDXC (dedicated)  \nCamera Main Dual Camera: 8 MP, f/2.0, (wide) + 0.08 MP (depth), Dual LED Flash  \nFeatures Phase detection, geo-tagging, touch focus, face detection, Video (1080p@30fps)  \nFront 5 MP, f/2.2, Video (1080p@30fps)  \nConnectivity WLAN Wi-Fi 802.11 a/b/g/n  \nBluetooth v5.0 with A2DP, LE  \nGPS Yes + GPS, GLONASS, GALILEO, BDS  \nRadio FM Radio  \nUSB microUSB 2.0  \nNFC No  \nData GPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A  \nFeatures Sensors Accelerometer, Fingerprint (rear-mounted)  \nAudio 3.5mm Audio Jack, 24-bit/192kHz audio, Speaker Phone  \nBrowser HTML5  \nMessaging SMS(threaded view), MMS, Email, Push Mail, IM  \nGames built-in + downloadable  \nTorch Yes  \nExtra Photo/video editor, Document viewer  \nBattery Capacity (Li-ion Non removable), 5000 mAh  \n- Fast battery charging  ', 'Specifications of Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging\nBrand SKU']"
67,i ordered vgotel note23 came with charger and hand free nice mobile overall good experience but price is a bit different than market,Positive,VGOTEL NOTE 23 8+8=16GB RAM 256GB ROM = 5000mAh BATTERY,32999,5.0,Standard Delivery,96.0,100.0,https://www.daraz.pk/products/23-8-8-16gb-256gb-5000mah-i438405502-s2132478338.html?search=1,"['6.78""Inches\n1080 x 2460Pixels\n50MP Triple cameraSingle Camera\n8GBRam\nMediatek G99Processor\n5000 mAhLi-Ion', 'VGOTEL Note 23 Key Specs\n6.78""\nInches\n1080 x 2460\nPixels\n50MP Triple camera\nSingle Camera\n8GB\nRam', '']"
68,best is mobile k sath koi warranty card nahe mila aur na hi box per pta approved likha ha          ,Positive,"Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery",37999,4.2,Free Delivery,0.0,100.0,https://www.daraz.pk/products/infinix-hot-30-8gb128gb-android-13-678-display-5000-mah-battery-i436825331-s2101354359.html?search=1,"['• Infinix Hot 30 with 6.78"" display.• 5000 mAh battery for long-lasting use.• 8GB RAM and 128GB storage capacity.• Runs on Android 13 operating system.', 'The Infinix Hot 30 is a mobile phone with a large 6.78"" display, perfect for streaming videos and browsing the web. It has a powerful 5000 mAh battery that will last all day, and runs on the latest Android 13 operating system. With 8GB of RAM and 128GB of storage, you\'ll have plenty of space for all your apps and files. This phone is perfect for anyone looking for a reliable and high-performing device.', 'Specifications of Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery\nBrand No Brand SKU 436825331_PK-2101354359 Protection Not Specified Year 2020 Number Of Cameras Not Specified\nWhat’s in the box 1 x Phone , 1 x Charger']"
69,its really was a good experience  mobile phone has a brand new look its performance in future will prove its ultimate quality and cost effectiveness the phone is damaged and is not working  has been a week that i ordered a return request but havent received any rider who can pick up the defected piece           good experience       ,Positive,"Oppo A57 - 5.2"" HD Display - 4GB RAM - 64GB ROM - Dual Sim - PTA Approved - Phone And Box Only",13999,3.1,Standard Delivery,76.0,100.0,https://www.daraz.pk/products/oppo-a57-52-hd-display-4gb-ram-64gb-rom-dual-sim-pta-approved-phone-and-box-only-charger-accessories-not-included-mix-color-i436688385-s2098284266.html?search=1,"['OPPO A57 4/64 dual sim smartphone• 5.1-5.5 inch capacitive LCD screen• 720p video resolution with 16 MP back camera• 8 MP front camera for selfies• Quad-core processor with 4GB RAM memory• Dual sim slots with nano sim type• 4G network connections with WiFi feature• Fingerprint sensor', 'OPPO A57 4/64 dual sim smartphone• 5.1-5.5 inch capacitive LCD screen• 720p video resolution with 16 MP back camera• 8 MP front camera for selfies• Quad-core processor with 4GB RAM memory• Dual sim slots with nano sim type• 4G network connections with WiFi feature• Fingerprint sensor', 'Specifications of Oppo A57 - 5.2"" HD Display - 4GB RAM - 64GB ROM - Dual Sim - PTA Approved - Phone And Box Only (Charger, Accessories Not Included - Mix Color)\nBrand No Brand SKU 436688385_PK-2098284266 Protection Not Specified Year 2016 Number Of Cameras 2\nWhat’s in the box 1x Oppo A57 With Box (Charger Handfree not included)']"
70,excellent jo order kia whi mil gia original thanks seller and draz very nice cell phone in this price range much better than nokia both aala mobile hi nice daraz both aala mobile hi nice daraz good for calling  very nice cell phone in this price range much better than nokia  best quality mobile thanks daraz in time and good product nice mobile quality satisfied baki sahi ha likan handfree ni ha or waranty bhi ni ha original product working well  ,Positive,vgotel i102 reliable softkeypad dual sim without camera good quality warranty phone,2900,4.8,Free Delivery,90.0,100.0,https://www.daraz.pk/products/i102-i420403634-s2006839050.html?search=1,"['1.8 display\nDual sim\nSoft keypad\nWireless fm', '1.8 display.Dual sim.Soft keypad.Wireless fm.. memory card support.', 'Specifications of vgotel i102 reliable softkeypad dual sim without camera good quality warranty phone\nBrand VGO TEL SKU 420403634_PK-2006839050 Model i102 Sim Slots Dual Sim Sim Type Standard Network Type 2G\nWhat’s in the box charger, battery.']"
71,deliver on time good product  product quality is good as per the expectations its value for money but price is comparatively bit high as per the market original product delivered  reliable seller  timely delivered  original product delivered  reliable seller  timely delivered  thanx 4 sending blue clr market mai bht short ha aur black mai mil raha tha deliver on time good product  excellent recommended good  cell  phone honest seller  thanks daraz and seller trusted seller original and perfect mobile recieved absolutely satisfied with the seller delivery was exceptionally quick product arrived in perfect condition and is same as advertised 100 would highly recommend this seller great job done by seller good  product and service highly recommendedtrust worthy seller product quality is good as per the expectations its value for money but price is comparatively bit high as per the market seller rply bhot lte krta h baqi product original lgi,Positive,Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,50699,4.8,Free Delivery,90.0,100.0,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i421271122-s1988956005.html?search=1,"['Xiaomi Redmi Note 12 detailed specificationsBuildOSAndroid 13 OS UIMIUI 14 Dimensions165.7 x 76 x 7.9 mm Weight183 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsOnyx Gray, Mint Green, Ice Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500) ProcessorCPUOcta-core (4 x 2.8 GHz Cortex-A73 + 4 x 1.9 GHz Cortex-A53) ChipsetQualcomm SM6225 Snapdragon 685 (6 nm) GPUAdreno 610 DisplayTechnologyAMOLED Capacitive Touchscreen, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) ProtectionCorning Gorilla Glass 3 Extra Features120Hz, 450 nits (typ), 700 nits (HBM), 1200 nits (peak) MemoryBuilt-in128GB Built-in, 8GB RAM, UFS 2.2 CardNo CameraMainTriple Camera: 50 MP, f/1.8, (wide), 1/2.76"", PDAF + 8 MP, f/2.2, (ultrawide), 1/4"" + 2 MP, f/2.4, (macro), LED Flash FeaturesGeo-tagging, Phase detection, touch focus, HDR, Panorama, Video (1080p@30fps) Front13 MP, f/2.5, (wide), 1/3.0"", HDR, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.0 with A2DP, LE GPSYes + GPS, GLONASS RadioFM Radio (Unspecified) USBUSB Type-C 2.0, OTG NFCNo InfraredYes DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A FeaturesSensorsAccelerometer, Compass, Fingerprint (side-mounted), Gyro, Proximity Audio3.5mm Audio Jack, 24-bit/192kHz audio, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraIP53, dust and splash resistant, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 33W wired', 'Xiaomi Redmi Note 12 detailed specifications\nBuild OS Android 13 OS  \nUI MIUI 14  \nDimensions 165.7 x 76 x 7.9 mm  \nWeight 183 g  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Onyx Gray, Mint Green, Ice Blue  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 1900 / 2100  \n4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500)  ', '']"
72,mashallah mashallah bht hi acha mobile hai thanks daraz and thanks sellar packing b achi thi or us sy b achi bat k delivery bht jald hui battery time 29 hrs on continuous call light weight good and original product thanks seller and daraz it have phone tracker wich is not mentioned on box i like it recommended          quality is good but face book whas app not included signal is low some time while other set are working bht a6a h mobile or battery b bht power full hai thnx daraz and sellers  just received todaythe seller is cooperative and delivery service is also goodbut the mobile is very problematic in receiving and dialing calls due its weakness in signal receiving systemso i will refund it excellent product too much big battery specially for those whos forget to charge mobile offenly mobile bht a6a tha tha thnx daraz and sellers           all okay good phone battery sirf 5 din nikalti he in pso me acha product he bohat acaha mobile hai jasa dikah tha wasa hi mila hai very very goog mobile same as shown good product mobile box pack mila seller service 4 stars qk late percel pickup krwaya he try kiyaa krein keh jis din order kiyaa ho usi din h percel daraz ko pohnchayein baqi product mein koi masla nahi hai delivery service 3 stars every thing  mobil seller delivery perfect,Positive,"Calme Battery ka Pehlwan with 5000mAh Long-Lasting battery - Big Powerful Speaker - 2.4"" Bright Display - Block Unknown Callers - Dual Sim Support - Auto Call recording- 1 Year Brand warranty and Many more",3999,4.7,Free Delivery,87.0,100.0,https://www.daraz.pk/products/5000mah-24-1-i429911992-s2047489943.html?search=1,"['Calme Battery ka Pehlwan with 5000mAh Long-Lasting battery -\nBig Powerful Speaker\n2.4"" Bright Display\nBlock Unknown Callers\nDual Sim Support\nAuto Call recording\nBluetooth\nMemory Card Supported\nAudio & Video Player\n1 Year Brand warranty and Many more', 'Calme Battery ka Pehlwan with 5000mAh Long-Lasting battery -\nBig Powerful Speaker\n2.4"" Bright Display\nBlock Unknown Callers\nDual Sim Support\nAuto Call recording\nBluetooth\nMemory Card Supported\nAudio & Video Player\n1 Year Brand warranty and Many more', '']"
73,honest seller fast shipping phone is very good camera results also nice all over good phone and i ordered again original product good service and quick delivery got the parcel in 2 days seller was way too helpful product is genuine pta approved 12 months warranty from advance telecom a nice handful and cost effective mobile phone highly recommend jazakallah honest seller and deliver in just 2 days authentic product product to apni jagah itni qeemat men bhot acha hai lekin asal men jo muje free men mili woh seller ka sacha aur jaldi response hai jis ki bhot ahmiyat hai allah aap k karobar men taraqqi ata farmaey thank you so much very nice mobile very good quality  very fast delivery seller is very responsive and honest original product received in original packing with 1 year e warranty phone is also superb as per expectations boht acha mobile hy zaberdeast nice mobile phone thanks daraz mashallah the phone is more beautiful than the picture and the seller is very cooperative even though i ordered a wrong but they changed its color to my liking when i text them jazakallah outclass mobile and seller is very honest as per product its really good experience with customer satisfaction approach i really like it time delivery awesome satisfied packing and genuine product same wohi cheiz bheji hai aur same wohi color green us krna bad review day rhi ho  very nice set seller was very cooperative specially thanks for colour which is same as ordered ma shaa allah product ki quality bohat achi hai jaisa order kia tha waisi he delivery hui hai honest seller  value for money recieved as shown recommended seller ,Positive,Itel A60s || 4GB + 128GB || 6.6 inches IPS Display || Battery Li-Po 5000 mAh,22999,4.9,Free Delivery,94.0,92.0,https://www.daraz.pk/products/a60s-wach-4gb-128gb-wach-66-mah-i431406016-s2057010875.html?search=1,"['BuildOSAndroid 12Dimensions--- x --- x 8.9 mm thickness (Height x Width x Thickness)Weight-SIMDual SIM (Nano-SIM, dual stand-by)ColorsGlacier Green, Sunshine Gold, Moonlit Violet, Shadow BlackLaunchReleasedJune 15, 2023StatusAvailableinNigeria, Ghana, Bangladesh, South Africa, Kenya, Zimbabwe, Pakistan, India, Uganda, Tanzania, Nepal, Thailand, Indonesia, Saudi Arabia, UAE, Sri Lanka & GlobalFrequencyDataGSM / HSPA / LTE2G BandsSIM 1: GSM 850 / 900 / 1800 / 1900\nSIM 2: GSM 850 / 900 / 1800 / 19003G BandsHSDPA 850 / 900 / 1800 / 1900 / 21004G BandsLTEProcessorCPUOcta-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55)ChipsetUniSoC Spreadtrum SC9863A1GPUMali-G52DisplayTechnologyIPS LCDSize6.6 inches\nSee more devices with similar Screen Size >Resolution720 x 1612 pixels, 20:9 ratio (~267 ppi density)MemoryRam4GB RAM\nSee more devices with similar RAM >Storage64/128GB Built-inCard SlotmicroSD, up to 1TBCameraMainDual 8 MP + QVGA\nSee more devices with similar Rear Camera >FeaturesLED flash, Video 1080p@30fpsFront5 MP, f/2.2\nSee more devices with the same Selfie Camera >CommsWLAN (WIFI)Wi-Fi 802.11 b/g/n, hotspotBluetooth5.2, A2DP, LEGPSYes, with A-GPSUSBmicroUSB 2.0, USB On-The-GoNFCNoFeaturesSensorsFingerprint (rear-mounted), accelerometer, gyro, proximity, compassSoundLoudspeaker Yes, 3.5mm jack YesFlashlightYesBatteryCapacityNon-removable Li-Po 5000 mAh\nSee more devices with a similar battery capacity >ChargingFast charging 10W', 'Build OS Android 12\nDimensions --- x --- x 8.9 mm thickness (Height x Width x Thickness)\nWeight -\nSIM Dual SIM (Nano-SIM, dual stand-by)\nColors Glacier Green, Sunshine Gold, Moonlit Violet, Shadow Black\nLaunch Released June 15, 2023\nStatus Available\nin Nigeria, Ghana, Bangladesh, South Africa, Kenya, Zimbabwe, Pakistan, India, Uganda, Tanzania, Nepal, Thailand, Indonesia, Saudi Arabia, UAE, Sri Lanka & Global\nFrequency Data GSM / HSPA / LTE\n2G Bands SIM 1: GSM 850 / 900 / 1800 / 1900\nSIM 2: GSM 850 / 900 / 1800 / 1900\n3G Bands HSDPA 850 / 900 / 1800 / 1900 / 2100\n4G Bands LTE\nProcessor CPU Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55)\nChipset UniSoC Spreadtrum SC9863A1\nGPU Mali-G52\nDisplay Technology IPS LCD\nSize 6.6 inches', '']"
74,very nice  mobile it is more than perfect thanks daraz and thanks dealer thri preshni thi mehngi chez phli dfa daraz sy buy krty hue k pta k orignle hgi k ni but dekh k sary doubt clear ho gye daraz ki dlivry srwis bht slow hti ja re bki fon a1h  best mobile i m so happy ya mobile mine open is liya nhi kia mujhe gift krna hai wase mobile bhot axha hai  i bought 2 mobiles and am fully satisfied with all services mobiles are very good even delivered on time thanks daraz the seller is very cooperative the product is same as shown the delivery time is very short seller is very good on time delivery very much satisfied good bahot hi kamal ka ha ya mobile camera work little bit not good very smart phone thank you seller seller service 1010  excellent i order this phone reach me timely quickly delivered me cellphone is good but battery timing is not good price is high,Positive,Itel S23 - 8GB Ram - 256GB Rom - 5000mAh Battery,31000,4.8,Standard Delivery,95.0,100.0,https://www.daraz.pk/products/s23-8-128-5000mah-i433716549-s2081356367.html?search=1,"['BODY\nDimensions\n164 x 76 x 8 mm (6.46 x 2.99 x 0.31 in)Weight\n195 g (6.88 oz)SIM\nDual SIM (Nano-SIM, dual stand-by)DISPLAY\nType\nIPS LCD, 90HzSize\n6.6 inches, 104.6 cm2 (~84.0% screen-to-body ratio)Resolution\n720 x 1612 pixels, 20:9 ratio (~267 ppi density)MAIN CAMERA\nDual\n50 MP, f/1.6, (wide), AF\n0.08 MPFeatures\nLED flashVideo\n1080p@30fps\nBATTERY\nType\nLi-Po 5000 mAh, non-removableCharging\n10W wired', '', '']"
76,securely packed and delivered exactly as described and ordered there was no tech sirat warranty card in the box so i have reservations there apart from the warranty card all is well very good product and delivered on time so far this year it is the best phone in 50k received same as advertised with color ,Positive,"Xiaomi Note 12 , 8GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Chargiing",49999,5.0,Free Delivery,87.0,0.0,https://www.daraz.pk/products/12-8gb-128gb-50mp-5000mah-i429660348-s2045859828.html?search=1,"['ProcessorCPUOcta-core (4 x 2.8 GHz Cortex-A73 + 4 x 1.9 GHz Cortex-A53) ChipsetQualcomm SM6225 Snapdragon 685 (6 nm) GPUAdreno 610 DisplayTechnologyAMOLED Capacitive Touchscreen, 16M Colors, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) ProtectionCorning Gorilla Glass 3 Extra Features120Hz, 450 nits (typ), 700 nits (HBM), 1200 nits (peak) MemoryBuilt-in128GB Built-in, 8GB RAM, UFS 2.2 CardNo CameraMainTriple Camera: 50 MP, f/1.8, (wide), 1/2.76"", PDAF + 8 MP, f/2.2, (ultrawide), 1/4"" + 2 MP, f/2.4, (macro), LED Flash FeaturesGeo-tagging, Phase detection, touch focus, HDR, Panorama, Video (1080p@30fps) Front13 MP, f/2.5, (wide), 1/3.0"", HDR, Video (1080p@30fps)', 'Build OS Android 13 OS  \nUI MIUI 14  \nDimensions 165.7 x 76 x 7.9 mm  \nWeight 183 g  \nSIM Dual Sim, Dual Standby (Nano-SIM)  \nColors Onyx Gray, Mint Green, Ice Blue  \nFrequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900\nSIM2: GSM 850 / 900 / 1800 / 1900  \n3G Band HSDPA 850 / 900 / 1900 / 2100  \n4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 40(2300), 41(2500)  \nProcessor CPU Octa-core (4 x 2.8 GHz Cortex-A73 + 4 x 1.9 GHz Cortex-A53)  \nChipset Qualcomm SM6225 Snapdragon 685 (6 nm)  \nGPU Adreno 610  \nDisplay Technology AMOLED Capacitive Touchscreen, 16M Colors, Multitouch  \nSize 6.67 Inches  \nResolution 1080 x 2400 Pixels (~395 PPI)  \nProtection Corning Gorilla Glass 3  \nExtra Features 120Hz, 450 nits (typ), 700 nits (HBM), 1200 nits (peak)  \nMemory Built-in 128GB Built-in, 8GB RAM, UFS 2.2  \nCard No  \nCamera Main Triple Camera: 50 MP, f/1.8, (wide), 1/2.76"", PDAF + 8 MP, f/2.2, (ultrawide), 1/4"" + 2 MP, f/2.4, (macro), LED Flash  \nFeatures Geo-tagging, Phase detection, touch focus, HDR, Panorama, Video (1080p@30fps)  \nFront 13 MP, f/2.5, (wide), 1/3.0"", HDR, Video (1080p@30fps)  \nConnectivity WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band  \nBluetooth v5.0 with A2DP, LE  \nGPS Yes + GPS, GLONASS  \nRadio FM Radio (Unspecified)  \nUSB USB Type-C 2.0, OTG  \nNFC No  ', '']"
77,well and protected packed delivered well before defined time original and pta approved device and yes prices were more competitive than other sellers on redmi store just seller need to improve chat response and response time whereas he also responded chat and ensured proper and regional product delivery good experience with seller so far booked on 111123 and delivered on 151123 ie fast delivery original and same product i ordered well packaged but warranty card is not available in th box very good service by seller this is my second order product delivered on time and accuretly nice set best quality and best price mashallah bohot payra mobile ha  honest seller and value for money  nice product nice booked on 111123 and delivered on 151123 ie fast delivery original and same product i ordered well packaged but warranty card is not available in th box it was a wonderful experience and im satidfied with the product its seller and delivery service thanks daraz and thanks seller received my phone with in the advised lead time all good and i will give 100 very good product and very good response from seller very fast delivery barakallah excellent i received my parcel excellent product for the supplier fast deliveryhighly recommended the product was good seller is very cooperative recommend genuine seller best product,Positive,Redmi 12 || 8GB Ram 128GB Rom || 5000mAh Battery,42999,4.7,Free Delivery,91.0,74.0,https://www.daraz.pk/products/12-air-8gb-128gb-wach-5000mah-i432544717-s2064878271.html?search=1,"['6.79"" FHD+ DotDisplay2460x1080, 396 ppiContrast ratio: 1500:1Color gamut: 70% NTSCBrightness: up to 550 nits (HBM)AdaptiveSync display: 36Hz/48Hz/60Hz/90HzSupports readming mode 3.0SGS Low Blue Light Certification\n50MP+8MP+2MP triple camera50MP main cameraf/1.88MP ultra-wide camera120° FOVf/2.22MP macro cameraf/2.4Rear camera video recording1080P 1920x1080 30fps720P 1280x720 30fps\nFront Camera8MP cameraf/2.1Front camera video recording1080P 1920x1080 30fps720P 1280x720 30fps\nBattery & Charging5000mAh battery (typ)Supports 18W fast charging*Power adapter is sold separately in certain regions. For optimal charging efficiency, we recommend using power adapters that support 18W PD charging, or Xiaomi official power adapters of 18W or above if available.USB-C\nSecuritySide fingerprint sensorAI face unlockNFCYes**NFC function may vary between markets.Network & ConnectivitySIM1 + Hybrid* (SIM or MicroSD)*Hybrid slot can be used either for a second SIM or a MicroSD card(1TB expandable)Network bandsGSM:2/3/5/8WCDMA:1/5/8LTE FDD: 1/3/5/7/8/20/28LTE TDD: 38/40/41Wireless NetworksWiFi: 2.4GHz | 5GHzBluetooth 5.3FM radio(with headphone jack)Navigation & PositioningGPS | Glonass | Galileo | BeidouAudio3.5mm headphone jackSplash,Water and Dust ResistantIP53*The device with IP53 has been tested to be resistant to splash and dust in the presence of specific laboratory conditions with the classification IP53 ingress protection based on IEC 60529:1989+A1:1999+A2:2013.SensorsAccelerometer | E-compassOperating SystemMIUI 14 based on Android 13', '6.79"" FHD+ DotDisplay2460x1080, 396 ppiContrast ratio: 1500:1Color gamut: 70% NTSCBrightness: up to 550 nits (HBM)AdaptiveSync display: 36Hz/48Hz/60Hz/90HzSupports readming mode 3.0SGS Low Blue Light Certification\n\n50MP+8MP+2MP triple camera50MP main cameraf/1.88MP ultra-wide camera120° FOVf/2.22MP macro cameraf/2.4Rear camera video recording1080P 1920x1080 30fps720P 1280x720 30fps\n\nFront Camera\n8MP cameraf/2.1Front camera video recording1080P 1920x1080 30fps720P 1280x720 30fps\n\nBattery & Charging\n5000mAh battery (typ)Supports 18W fast charging*Power adapter is sold separately in certain regions. For optimal charging efficiency, we recommend using power adapters that support 18W PD charging, or Xiaomi official power adapters of 18W or above if available.USB-C\n\n\nSecurity\nSide fingerprint sensorAI face unlock\nNFC\nYes**NFC function may vary between markets.', '']"
79,befor 1111 sale excellent masha allah and jazak allah for seller allah karobar me barkat de same as shown or saller ne mujhe new dia stock abhi warrant start bhi nhi hui hai jan24 se dec23 ki warenty hai thank you seller  daraz jitni tareef ki jai kam hai 100 geniun  recomended excelllent quality same as shown super sy bhi uper daraz sy jab bhi order kia a one rha i love daraz tanx seller also hamara itemaad bnanay k liayu200d great it as shown it was my 6th order good experience highly recommanded daraz a weekness delivery is too slow thanks daraz and sellermob have no privacy system very bad thank you daraz jesi chiz dikhai he same wahi bhji h wonderful amazing mobile mashallah bohut acha h taba pack bahja hai recommend seller and the store   ,Positive,Vgotel New 12 - 2GB RAM 64GB ROM - 6.52 Inches Display - 5000mAh Battery,16999,5.0,Free Delivery,88.0,100.0,https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425521808-s2015916868.html?search=1,"['PTA Approved\n6.52 Inches Display\n2GB RAM\n64GB ROM\n5MP Front Camera\n13MP Dual Rear Camera\n5000mAh Battery', 'Specifications\n6.52 inchesDisplay\n2 GB RAM + 1 GB EXTENDEDRAM\n5000 mAhBattery', '']"
